Unnamed: 0,name,moves,encounterOrEvolutionTrigger,OriginIfEvolution,movesByTM
91,kadabra,"[{'name': 'teleport', 'levelLearnedAt': 1}, {'name': 'confusion', 'levelLearnedAt': 16}, {'name': 'disable', 'levelLearnedAt': 20}, {'name': 'psybeam', 'levelLearnedAt': 27}, {'name': 'recover', 'levelLearnedAt': 31}, {'name': 'psychic', 'levelLearnedAt': 38}, {'name': 'reflect', 'levelLearnedAt': 42}]",16,walk,"['mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'dig', 'body-slam', 'rest', 'teleport', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
92,alakazam,"[{'name': 'teleport', 'levelLearnedAt': 1}, {'name': 'confusion', 'levelLearnedAt': 16}, {'name': 'disable', 'levelLearnedAt': 20}, {'name': 'psybeam', 'levelLearnedAt': 27}, {'name': 'recover', 'levelLearnedAt': 31}, {'name': 'psychic', 'levelLearnedAt': 38}, {'name': 'reflect', 'levelLearnedAt': 42}]",trade,walk,"['mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'dig', 'body-slam', 'rest', 'teleport', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
93,victreebel,"[{'name': 'acid', 'levelLearnedAt': 1}, {'name': 'razor-leaf', 'levelLearnedAt': 1}, {'name': 'stun-spore', 'levelLearnedAt': 1}, {'name': 'wrap', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 15}, {'name': 'sleep-powder', 'levelLearnedAt': 18}]",leaf-stone,walk,"['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
94,cloyster,"[{'name': 'supersonic', 'levelLearnedAt': 1}, {'name': 'aurora-beam', 'levelLearnedAt': 1}, {'name': 'withdraw', 'levelLearnedAt': 1}, {'name': 'clamp', 'levelLearnedAt': 1}, {'name': 'spike-cannon', 'levelLearnedAt': 50}]",water-stone,walk,"['bubble-beam', 'water-gun', 'bide', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'self-destruct', 'take-down', 'blizzard', 'mimic']"
95,hypno,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 12}, {'name': 'confusion', 'levelLearnedAt': 17}, {'name': 'headbutt', 'levelLearnedAt': 24}, {'name': 'poison-gas', 'levelLearnedAt': 33}, {'name': 'psychic', 'levelLearnedAt': 37}, {'name': 'meditate', 'levelLearnedAt': 43}]",26,walk,"['mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'body-slam', 'rest', 'teleport', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
96,persian,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'bite', 'levelLearnedAt': 12}, {'name': 'pay-day', 'levelLearnedAt': 17}, {'name': 'screech', 'levelLearnedAt': 24}, {'name': 'fury-swipes', 'levelLearnedAt': 37}, {'name': 'slash', 'levelLearnedAt': 51}]",28,walk,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'dig', 'thunderbolt', 'body-slam', 'rest', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'mimic']"
97,machoke,"[{'name': 'karate-chop', 'levelLearnedAt': 1}, {'name': 'low-kick', 'levelLearnedAt': 20}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 36}, {'name': 'seismic-toss', 'levelLearnedAt': 44}, {'name': 'submission', 'levelLearnedAt': 52}]",28,walk,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic', 'metronome']"
98,machamp,"[{'name': 'karate-chop', 'levelLearnedAt': 1}, {'name': 'low-kick', 'levelLearnedAt': 20}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 36}, {'name': 'seismic-toss', 'levelLearnedAt': 44}, {'name': 'submission', 'levelLearnedAt': 52}]",trade,walk,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic', 'metronome']"
99,graveler,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'defense-curl', 'levelLearnedAt': 11}, {'name': 'rock-throw', 'levelLearnedAt': 16}, {'name': 'self-destruct', 'levelLearnedAt': 21}, {'name': 'harden', 'levelLearnedAt': 29}, {'name': 'earthquake', 'levelLearnedAt': 36}, {'name': 'explosion', 'levelLearnedAt': 43}]",25,walk,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'submission', 'counter', 'double-edge', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'mimic', 'metronome']"
100,golem,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'defense-curl', 'levelLearnedAt': 11}, {'name': 'rock-throw', 'levelLearnedAt': 16}, {'name': 'self-destruct', 'levelLearnedAt': 21}, {'name': 'harden', 'levelLearnedAt': 29}, {'name': 'earthquake', 'levelLearnedAt': 36}, {'name': 'explosion', 'levelLearnedAt': 43}]",trade,walk,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'mimic', 'metronome']"
101,ninetales,"[{'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'roar', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 1}]",fire-stone,walk,"['bide', 'dig', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'solar-beam', 'mimic']"
102,gengar,"[{'name': 'night-shade', 'levelLearnedAt': 1}, {'name': 'confuse-ray', 'levelLearnedAt': 1}, {'name': 'lick', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 29}, {'name': 'dream-eater', 'levelLearnedAt': 38}]",trade,walk,"['mega-punch', 'bide', 'thunder', 'seismic-toss', 'thunderbolt', 'body-slam', 'rest', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
103,marowak,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'bone-club', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 33}, {'name': 'thrash', 'levelLearnedAt': 41}, {'name': 'bonemerang', 'levelLearnedAt': 48}, {'name': 'rage', 'levelLearnedAt': 55}]",28,walk,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic']"
104,tentacruel,"[{'name': 'acid', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 7}, {'name': 'wrap', 'levelLearnedAt': 13}, {'name': 'poison-sting', 'levelLearnedAt': 18}, {'name': 'water-gun', 'levelLearnedAt': 22}, {'name': 'constrict', 'levelLearnedAt': 27}, {'name': 'barrier', 'levelLearnedAt': 35}, {'name': 'screech', 'levelLearnedAt': 43}, {'name': 'hydro-pump', 'levelLearnedAt': 50}]",30,fishing,"['bubble-beam', 'water-gun', 'bide', 'rest', 'ice-beam', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
105,exeggutor,"[{'name': 'hypnosis', 'levelLearnedAt': 1}, {'name': 'barrage', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 28}]",leaf-stone,walk,"['bide', 'rest', 'teleport', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'egg-bomb', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'take-down', 'swords-dance', 'psywave', 'solar-beam', 'psychic', 'mimic']"
106,rhydon,"[{'name': 'horn-attack', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 30}, {'name': 'tail-whip', 'levelLearnedAt': 35}, {'name': 'fury-attack', 'levelLearnedAt': 40}, {'name': 'horn-drill', 'levelLearnedAt': 48}, {'name': 'leer', 'levelLearnedAt': 55}, {'name': 'take-down', 'levelLearnedAt': 64}]",42,walk,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'horn-drill', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic']"
107,dragonair,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 10}, {'name': 'agility', 'levelLearnedAt': 20}, {'name': 'slam', 'levelLearnedAt': 35}, {'name': 'dragon-rage', 'levelLearnedAt': 45}, {'name': 'hyper-beam', 'levelLearnedAt': 55}]",30,walk,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
108,dragonite,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 10}, {'name': 'agility', 'levelLearnedAt': 20}, {'name': 'slam', 'levelLearnedAt': 35}, {'name': 'dragon-rage', 'levelLearnedAt': 45}, {'name': 'hyper-beam', 'levelLearnedAt': 60}]",55,walk,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'reflect', 'razor-wind', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic']"
109,dodrio,"[{'name': 'peck', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 20}, {'name': 'fury-attack', 'levelLearnedAt': 24}, {'name': 'drill-peck', 'levelLearnedAt': 30}, {'name': 'rage', 'levelLearnedAt': 39}, {'name': 'tri-attack', 'levelLearnedAt': 45}, {'name': 'agility', 'levelLearnedAt': 51}]",31,walk,"['whirlwind', 'bide', 'body-slam', 'rest', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic']"
110,starmie,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'water-gun', 'levelLearnedAt': 1}, {'name': 'harden', 'levelLearnedAt': 1}]",water-stone,walk,"['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'psychic', 'mimic']"
111,seadra,"[{'name': 'bubble', 'levelLearnedAt': 1}, {'name': 'smokescreen', 'levelLearnedAt': 19}, {'name': 'leer', 'levelLearnedAt': 24}, {'name': 'water-gun', 'levelLearnedAt': 30}, {'name': 'agility', 'levelLearnedAt': 41}, {'name': 'hydro-pump', 'levelLearnedAt': 52}]",32,fishing,"['bubble-beam', 'water-gun', 'bide', 'rest', 'ice-beam', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
112,ivysaur,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'leech-seed', 'levelLearnedAt': 7}, {'name': 'vine-whip', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 22}, {'name': 'razor-leaf', 'levelLearnedAt': 30}, {'name': 'growth', 'levelLearnedAt': 38}, {'name': 'sleep-powder', 'levelLearnedAt': 46}, {'name': 'solar-beam', 'levelLearnedAt': 54}]",16,starter,"['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
113,venusaur,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'leech-seed', 'levelLearnedAt': 7}, {'name': 'vine-whip', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 22}, {'name': 'razor-leaf', 'levelLearnedAt': 30}, {'name': 'growth', 'levelLearnedAt': 43}, {'name': 'sleep-powder', 'levelLearnedAt': 55}, {'name': 'solar-beam', 'levelLearnedAt': 65}]",32,starter,"['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'solar-beam', 'mimic']"
114,charmeleon,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 9}, {'name': 'leer', 'levelLearnedAt': 15}, {'name': 'rage', 'levelLearnedAt': 24}, {'name': 'slash', 'levelLearnedAt': 33}, {'name': 'flamethrower', 'levelLearnedAt': 42}, {'name': 'fire-spin', 'levelLearnedAt': 56}]",16,starter,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic']"
115,charizard,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 9}, {'name': 'leer', 'levelLearnedAt': 15}, {'name': 'rage', 'levelLearnedAt': 24}, {'name': 'slash', 'levelLearnedAt': 36}, {'name': 'flamethrower', 'levelLearnedAt': 46}, {'name': 'fire-spin', 'levelLearnedAt': 55}]",36,starter,"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'solar-beam', 'mimic']"
116,wartortle,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 8}, {'name': 'water-gun', 'levelLearnedAt': 15}, {'name': 'bite', 'levelLearnedAt': 24}, {'name': 'withdraw', 'levelLearnedAt': 31}, {'name': 'skull-bash', 'levelLearnedAt': 39}, {'name': 'hydro-pump', 'levelLearnedAt': 47}]",16,starter,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
117,blastoise,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 8}, {'name': 'water-gun', 'levelLearnedAt': 15}, {'name': 'bite', 'levelLearnedAt': 24}, {'name': 'withdraw', 'levelLearnedAt': 31}, {'name': 'skull-bash', 'levelLearnedAt': 42}, {'name': 'hydro-pump', 'levelLearnedAt': 52}]",36,starter,"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic']"
118,kabutops,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'harden', 'levelLearnedAt': 1}, {'name': 'absorb', 'levelLearnedAt': 34}, {'name': 'slash', 'levelLearnedAt': 39}, {'name': 'leer', 'levelLearnedAt': 46}, {'name': 'hydro-pump', 'levelLearnedAt': 53}]",40,special,"['bubble-beam', 'water-gun', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
119,omastar,"[{'name': 'water-gun', 'levelLearnedAt': 1}, {'name': 'withdraw', 'levelLearnedAt': 1}, {'name': 'horn-attack', 'levelLearnedAt': 34}, {'name': 'leer', 'levelLearnedAt': 39}, {'name': 'spike-cannon', 'levelLearnedAt': 44}, {'name': 'hydro-pump', 'levelLearnedAt': 49}]",40,special,"['bubble-beam', 'water-gun', 'bide', 'seismic-toss', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'submission', 'reflect', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
120,vaporeon,"[{'name': 'sand-attack', 'levelLearnedAt': 1}, {'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 27}, {'name': 'water-gun', 'levelLearnedAt': 31}, {'name': 'tail-whip', 'levelLearnedAt': 37}, {'name': 'bite', 'levelLearnedAt': 40}, {'name': 'acid-armor', 'levelLearnedAt': 42}, {'name': 'haze', 'levelLearnedAt': 44}, {'name': 'mist', 'levelLearnedAt': 48}, {'name': 'hydro-pump', 'levelLearnedAt': 54}]",water-stone,special,"['bubble-beam', 'water-gun', 'bide', 'dig', 'body-slam', 'rest', 'ice-beam', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
121,jolteon,"[{'name': 'sand-attack', 'levelLearnedAt': 1}, {'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 27}, {'name': 'thunder-shock', 'levelLearnedAt': 31}, {'name': 'tail-whip', 'levelLearnedAt': 37}, {'name': 'thunder-wave', 'levelLearnedAt': 40}, {'name': 'double-kick', 'levelLearnedAt': 42}, {'name': 'agility', 'levelLearnedAt': 44}, {'name': 'pin-missile', 'levelLearnedAt': 48}, {'name': 'thunder', 'levelLearnedAt': 54}]",thunder-stone,special,"['bide', 'thunder', 'thunder-wave', 'dig', 'thunderbolt', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
122,flareon,"[{'name': 'sand-attack', 'levelLearnedAt': 1}, {'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'quick-attack', 'levelLearnedAt': 27}, {'name': 'ember', 'levelLearnedAt': 31}, {'name': 'tail-whip', 'levelLearnedAt': 37}, {'name': 'bite', 'levelLearnedAt': 40}, {'name': 'leer', 'levelLearnedAt': 42}, {'name': 'fire-spin', 'levelLearnedAt': 44}, {'name': 'rage', 'levelLearnedAt': 48}, {'name': 'flamethrower', 'levelLearnedAt': 54}]",fire-stone,special,"['bide', 'dig', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
