Unnamed: 0,name,moves,encounterOrEvolutionTrigger,OriginIfEvolution,movesByVM,movesByTM
89,pidgeot,"[{'name': 'gust', 'levelLearnedAt': 1}, {'name': 'sand-attack', 'levelLearnedAt': 5}, {'name': 'quick-attack', 'levelLearnedAt': 12}, {'name': 'whirlwind', 'levelLearnedAt': 21}, {'name': 'wing-attack', 'levelLearnedAt': 31}, {'name': 'agility', 'levelLearnedAt': 44}, {'name': 'mirror-move', 'levelLearnedAt': 54}]",36,walk,['fly'],"['whirlwind', 'bide', 'rest', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
90,beedrill,"[{'name': 'fury-attack', 'levelLearnedAt': 12}, {'name': 'focus-energy', 'levelLearnedAt': 16}, {'name': 'twineedle', 'levelLearnedAt': 20}, {'name': 'rage', 'levelLearnedAt': 25}, {'name': 'pin-missile', 'levelLearnedAt': 30}, {'name': 'agility', 'levelLearnedAt': 35}]",10,walk,"['cut', 'flash']","['bide', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
91,butterfree,"[{'name': 'confusion', 'levelLearnedAt': 12}, {'name': 'poison-powder', 'levelLearnedAt': 15}, {'name': 'stun-spore', 'levelLearnedAt': 16}, {'name': 'sleep-powder', 'levelLearnedAt': 17}, {'name': 'supersonic', 'levelLearnedAt': 21}, {'name': 'whirlwind', 'levelLearnedAt': 26}, {'name': 'psybeam', 'levelLearnedAt': 32}]",10,walk,['flash'],"['whirlwind', 'bide', 'rest', 'teleport', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'solar-beam', 'psychic', 'mimic']"
92,raichu,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'thunder-shock', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 1}]",thunder-stone,walk,"['flash', 'strength']","['mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'rage', 'toxic', 'take-down', 'mimic']"
93,nidoqueen,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'scratch', 'levelLearnedAt': 8}, {'name': 'poison-sting', 'levelLearnedAt': 14}, {'name': 'body-slam', 'levelLearnedAt': 23}]",moon-stone,walk,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'horn-drill', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic', 'fire-blast']"
94,nidoking,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'horn-attack', 'levelLearnedAt': 8}, {'name': 'poison-sting', 'levelLearnedAt': 14}, {'name': 'thrash', 'levelLearnedAt': 23}]",moon-stone,walk,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'horn-drill', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic', 'fire-blast']"
95,poliwrath,"[{'name': 'double-slap', 'levelLearnedAt': 1}, {'name': 'body-slam', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 16}, {'name': 'water-gun', 'levelLearnedAt': 19}]",water-stone,fishing,"['surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'psywave', 'blizzard', 'psychic', 'mimic', 'metronome']"
96,seaking,"[{'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'peck', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 19}, {'name': 'horn-attack', 'levelLearnedAt': 24}, {'name': 'fury-attack', 'levelLearnedAt': 30}, {'name': 'waterfall', 'levelLearnedAt': 39}, {'name': 'horn-drill', 'levelLearnedAt': 48}, {'name': 'agility', 'levelLearnedAt': 54}]",33,fishing,['surf'],"['bubble-beam', 'water-gun', 'bide', 'rest', 'ice-beam', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
97,gyarados,"[{'name': 'bite', 'levelLearnedAt': 20}, {'name': 'dragon-rage', 'levelLearnedAt': 25}, {'name': 'leer', 'levelLearnedAt': 32}, {'name': 'hydro-pump', 'levelLearnedAt': 41}, {'name': 'hyper-beam', 'levelLearnedAt': 52}]",20,fishing,"['surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic', 'fire-blast']"
98,wigglytuff,"[{'name': 'double-slap', 'levelLearnedAt': 1}, {'name': 'sing', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 1}, {'name': 'defense-curl', 'levelLearnedAt': 1}]",moon-stone,walk,"['flash', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'solar-beam', 'psychic', 'mimic', 'fire-blast']"
99,clefable,"[{'name': 'double-slap', 'levelLearnedAt': 1}, {'name': 'sing', 'levelLearnedAt': 1}, {'name': 'minimize', 'levelLearnedAt': 1}, {'name': 'metronome', 'levelLearnedAt': 1}]",moon-stone,walk,"['flash', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'thunder-wave', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'soft-boiled', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'solar-beam', 'psychic', 'mimic', 'metronome', 'fire-blast']"
100,graveler,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'defense-curl', 'levelLearnedAt': 11}, {'name': 'rock-throw', 'levelLearnedAt': 16}, {'name': 'self-destruct', 'levelLearnedAt': 21}, {'name': 'harden', 'levelLearnedAt': 29}, {'name': 'earthquake', 'levelLearnedAt': 36}, {'name': 'explosion', 'levelLearnedAt': 43}]",25,walk,['strength'],"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'submission', 'counter', 'double-edge', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'mimic', 'metronome', 'fire-blast']"
101,golem,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'defense-curl', 'levelLearnedAt': 11}, {'name': 'rock-throw', 'levelLearnedAt': 16}, {'name': 'self-destruct', 'levelLearnedAt': 21}, {'name': 'harden', 'levelLearnedAt': 29}, {'name': 'earthquake', 'levelLearnedAt': 36}, {'name': 'explosion', 'levelLearnedAt': 43}]",trade,walk,['strength'],"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'self-destruct', 'take-down', 'earthquake', 'mimic', 'metronome', 'fire-blast']"
102,arbok,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'poison-sting', 'levelLearnedAt': 10}, {'name': 'bite', 'levelLearnedAt': 17}, {'name': 'glare', 'levelLearnedAt': 27}, {'name': 'screech', 'levelLearnedAt': 36}, {'name': 'acid', 'levelLearnedAt': 47}]",22,walk,['strength'],"['bide', 'dig', 'body-slam', 'rest', 'rock-slide', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic']"
103,vileplume,"[{'name': 'acid', 'levelLearnedAt': 1}, {'name': 'petal-dance', 'levelLearnedAt': 1}, {'name': 'poison-powder', 'levelLearnedAt': 15}, {'name': 'stun-spore', 'levelLearnedAt': 17}, {'name': 'sleep-powder', 'levelLearnedAt': 19}]",leaf-stone,walk,"['cut', 'flash']","['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
104,kadabra,"[{'name': 'teleport', 'levelLearnedAt': 1}, {'name': 'confusion', 'levelLearnedAt': 16}, {'name': 'disable', 'levelLearnedAt': 20}, {'name': 'psybeam', 'levelLearnedAt': 27}, {'name': 'recover', 'levelLearnedAt': 31}, {'name': 'psychic', 'levelLearnedAt': 38}, {'name': 'reflect', 'levelLearnedAt': 42}]",16,walk,['flash'],"['mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'dig', 'body-slam', 'rest', 'teleport', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
105,alakazam,"[{'name': 'teleport', 'levelLearnedAt': 1}, {'name': 'confusion', 'levelLearnedAt': 16}, {'name': 'disable', 'levelLearnedAt': 20}, {'name': 'psybeam', 'levelLearnedAt': 27}, {'name': 'recover', 'levelLearnedAt': 31}, {'name': 'psychic', 'levelLearnedAt': 38}, {'name': 'reflect', 'levelLearnedAt': 42}]",trade,walk,['flash'],"['mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'dig', 'body-slam', 'rest', 'teleport', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
106,kingler,"[{'name': 'leer', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 1}, {'name': 'vise-grip', 'levelLearnedAt': 20}, {'name': 'guillotine', 'levelLearnedAt': 25}, {'name': 'stomp', 'levelLearnedAt': 34}, {'name': 'crabhammer', 'levelLearnedAt': 42}, {'name': 'harden', 'levelLearnedAt': 49}]",28,fishing,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
107,cloyster,"[{'name': 'supersonic', 'levelLearnedAt': 1}, {'name': 'aurora-beam', 'levelLearnedAt': 1}, {'name': 'withdraw', 'levelLearnedAt': 1}, {'name': 'clamp', 'levelLearnedAt': 1}, {'name': 'spike-cannon', 'levelLearnedAt': 50}]",water-stone,walk,['surf'],"['bubble-beam', 'water-gun', 'bide', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'double-team', 'swift', 'rage', 'toxic', 'self-destruct', 'take-down', 'blizzard', 'mimic']"
108,hypno,"[{'name': 'pound', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 1}, {'name': 'disable', 'levelLearnedAt': 12}, {'name': 'confusion', 'levelLearnedAt': 17}, {'name': 'headbutt', 'levelLearnedAt': 24}, {'name': 'poison-gas', 'levelLearnedAt': 33}, {'name': 'psychic', 'levelLearnedAt': 37}, {'name': 'meditate', 'levelLearnedAt': 43}]",26,walk,['flash'],"['mega-punch', 'bide', 'thunder-wave', 'seismic-toss', 'body-slam', 'rest', 'teleport', 'tri-attack', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
109,primeape,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'karate-chop', 'levelLearnedAt': 15}, {'name': 'fury-swipes', 'levelLearnedAt': 21}, {'name': 'focus-energy', 'levelLearnedAt': 27}, {'name': 'seismic-toss', 'levelLearnedAt': 37}, {'name': 'thrash', 'levelLearnedAt': 46}]",28,walk,['strength'],"['mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'swift', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic', 'metronome']"
110,machoke,"[{'name': 'karate-chop', 'levelLearnedAt': 1}, {'name': 'low-kick', 'levelLearnedAt': 20}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 36}, {'name': 'seismic-toss', 'levelLearnedAt': 44}, {'name': 'submission', 'levelLearnedAt': 52}]",28,walk,['strength'],"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic', 'metronome', 'fire-blast']"
111,machamp,"[{'name': 'karate-chop', 'levelLearnedAt': 1}, {'name': 'low-kick', 'levelLearnedAt': 20}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 36}, {'name': 'seismic-toss', 'levelLearnedAt': 44}, {'name': 'submission', 'levelLearnedAt': 52}]",trade,walk,['strength'],"['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'mimic', 'metronome', 'fire-blast']"
112,arcanine,"[{'name': 'take-down', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'roar', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 1}]",fire-stone,walk,['strength'],"['bide', 'dig', 'body-slam', 'rest', 'teleport', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'solar-beam', 'mimic', 'fire-blast']"
113,gengar,"[{'name': 'night-shade', 'levelLearnedAt': 1}, {'name': 'confuse-ray', 'levelLearnedAt': 1}, {'name': 'lick', 'levelLearnedAt': 1}, {'name': 'hypnosis', 'levelLearnedAt': 29}, {'name': 'dream-eater', 'levelLearnedAt': 38}]",trade,walk,['strength'],"['mega-punch', 'bide', 'thunder', 'seismic-toss', 'thunderbolt', 'body-slam', 'rest', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'take-down', 'psywave', 'psychic', 'mimic', 'metronome']"
114,marowak,"[{'name': 'growl', 'levelLearnedAt': 1}, {'name': 'bone-club', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 25}, {'name': 'focus-energy', 'levelLearnedAt': 33}, {'name': 'thrash', 'levelLearnedAt': 41}, {'name': 'bonemerang', 'levelLearnedAt': 48}, {'name': 'rage', 'levelLearnedAt': 55}]",28,walk,['strength'],"['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic', 'fire-blast']"
115,tentacruel,"[{'name': 'acid', 'levelLearnedAt': 1}, {'name': 'supersonic', 'levelLearnedAt': 7}, {'name': 'wrap', 'levelLearnedAt': 13}, {'name': 'poison-sting', 'levelLearnedAt': 18}, {'name': 'water-gun', 'levelLearnedAt': 22}, {'name': 'constrict', 'levelLearnedAt': 27}, {'name': 'barrier', 'levelLearnedAt': 35}, {'name': 'screech', 'levelLearnedAt': 43}, {'name': 'hydro-pump', 'levelLearnedAt': 50}]",30,fishing,"['cut', 'surf']","['bubble-beam', 'water-gun', 'bide', 'rest', 'ice-beam', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
116,exeggutor,"[{'name': 'hypnosis', 'levelLearnedAt': 1}, {'name': 'barrage', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 28}]",leaf-stone,walk,"['flash', 'strength']","['bide', 'rest', 'teleport', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'egg-bomb', 'dream-eater', 'rage', 'toxic', 'self-destruct', 'take-down', 'swords-dance', 'psywave', 'solar-beam', 'psychic', 'mimic']"
117,rhydon,"[{'name': 'horn-attack', 'levelLearnedAt': 1}, {'name': 'stomp', 'levelLearnedAt': 30}, {'name': 'tail-whip', 'levelLearnedAt': 35}, {'name': 'fury-attack', 'levelLearnedAt': 40}, {'name': 'horn-drill', 'levelLearnedAt': 48}, {'name': 'leer', 'levelLearnedAt': 55}, {'name': 'take-down', 'levelLearnedAt': 64}]",42,walk,"['cut', 'surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'thunder', 'seismic-toss', 'dig', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'horn-drill', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'pay-day', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'blizzard', 'mimic', 'fire-blast']"
118,dragonair,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 10}, {'name': 'agility', 'levelLearnedAt': 20}, {'name': 'slam', 'levelLearnedAt': 35}, {'name': 'dragon-rage', 'levelLearnedAt': 45}, {'name': 'hyper-beam', 'levelLearnedAt': 55}]",30,walk,['surf'],"['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'reflect', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic', 'fire-blast']"
119,dragonite,"[{'name': 'wrap', 'levelLearnedAt': 1}, {'name': 'leer', 'levelLearnedAt': 1}, {'name': 'thunder-wave', 'levelLearnedAt': 10}, {'name': 'agility', 'levelLearnedAt': 20}, {'name': 'slam', 'levelLearnedAt': 35}, {'name': 'dragon-rage', 'levelLearnedAt': 45}, {'name': 'hyper-beam', 'levelLearnedAt': 60}]",55,walk,"['cut', 'fly', 'surf', 'strength']","['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'reflect', 'razor-wind', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic', 'fire-blast']"
120,dodrio,"[{'name': 'peck', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 20}, {'name': 'fury-attack', 'levelLearnedAt': 24}, {'name': 'drill-peck', 'levelLearnedAt': 30}, {'name': 'rage', 'levelLearnedAt': 39}, {'name': 'tri-attack', 'levelLearnedAt': 45}, {'name': 'agility', 'levelLearnedAt': 51}]",31,walk,['fly'],"['whirlwind', 'bide', 'body-slam', 'rest', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic']"
121,starmie,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'water-gun', 'levelLearnedAt': 1}, {'name': 'harden', 'levelLearnedAt': 1}]",water-stone,walk,"['flash', 'surf']","['bubble-beam', 'water-gun', 'bide', 'thunder', 'thunder-wave', 'thunderbolt', 'rest', 'teleport', 'ice-beam', 'tri-attack', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'dream-eater', 'rage', 'toxic', 'take-down', 'psywave', 'blizzard', 'psychic', 'mimic']"
122,rapidash,"[{'name': 'ember', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 30}, {'name': 'stomp', 'levelLearnedAt': 32}, {'name': 'growl', 'levelLearnedAt': 35}, {'name': 'fire-spin', 'levelLearnedAt': 39}, {'name': 'take-down', 'levelLearnedAt': 47}, {'name': 'agility', 'levelLearnedAt': 55}]",40,walk,['strength'],"['bide', 'body-slam', 'rest', 'reflect', 'horn-drill', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'solar-beam', 'mimic', 'fire-blast']"
123,ivysaur,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'leech-seed', 'levelLearnedAt': 7}, {'name': 'vine-whip', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 22}, {'name': 'razor-leaf', 'levelLearnedAt': 30}, {'name': 'growth', 'levelLearnedAt': 38}, {'name': 'sleep-powder', 'levelLearnedAt': 46}, {'name': 'solar-beam', 'levelLearnedAt': 54}]",16,starter,"['cut', 'flash', 'strength']","['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'solar-beam', 'mimic']"
124,venusaur,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'leech-seed', 'levelLearnedAt': 7}, {'name': 'vine-whip', 'levelLearnedAt': 13}, {'name': 'poison-powder', 'levelLearnedAt': 22}, {'name': 'razor-leaf', 'levelLearnedAt': 30}, {'name': 'growth', 'levelLearnedAt': 43}, {'name': 'sleep-powder', 'levelLearnedAt': 55}, {'name': 'solar-beam', 'levelLearnedAt': 65}]",32,starter,"['cut', 'flash', 'strength']","['bide', 'body-slam', 'rest', 'reflect', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'solar-beam', 'mimic']"
125,charmeleon,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 9}, {'name': 'leer', 'levelLearnedAt': 15}, {'name': 'rage', 'levelLearnedAt': 24}, {'name': 'slash', 'levelLearnedAt': 33}, {'name': 'flamethrower', 'levelLearnedAt': 42}, {'name': 'fire-spin', 'levelLearnedAt': 56}]",16,starter,"['cut', 'strength']","['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'mimic', 'fire-blast']"
126,charizard,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'growl', 'levelLearnedAt': 1}, {'name': 'ember', 'levelLearnedAt': 9}, {'name': 'leer', 'levelLearnedAt': 15}, {'name': 'rage', 'levelLearnedAt': 24}, {'name': 'slash', 'levelLearnedAt': 36}, {'name': 'flamethrower', 'levelLearnedAt': 46}, {'name': 'fire-spin', 'levelLearnedAt': 55}]",36,starter,"['cut', 'fly', 'strength']","['mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'dragon-rage', 'skull-bash', 'double-team', 'swift', 'rage', 'toxic', 'take-down', 'swords-dance', 'earthquake', 'solar-beam', 'mimic', 'fire-blast']"
127,wartortle,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 8}, {'name': 'water-gun', 'levelLearnedAt': 15}, {'name': 'bite', 'levelLearnedAt': 24}, {'name': 'withdraw', 'levelLearnedAt': 31}, {'name': 'skull-bash', 'levelLearnedAt': 39}, {'name': 'hydro-pump', 'levelLearnedAt': 47}]",16,starter,"['surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'blizzard', 'mimic']"
128,blastoise,"[{'name': 'tackle', 'levelLearnedAt': 1}, {'name': 'tail-whip', 'levelLearnedAt': 1}, {'name': 'bubble', 'levelLearnedAt': 8}, {'name': 'water-gun', 'levelLearnedAt': 15}, {'name': 'bite', 'levelLearnedAt': 24}, {'name': 'withdraw', 'levelLearnedAt': 31}, {'name': 'skull-bash', 'levelLearnedAt': 42}, {'name': 'hydro-pump', 'levelLearnedAt': 52}]",36,starter,"['surf', 'strength']","['bubble-beam', 'water-gun', 'mega-punch', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'counter', 'double-edge', 'hyper-beam', 'substitute', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'earthquake', 'blizzard', 'mimic']"
129,kabutops,"[{'name': 'scratch', 'levelLearnedAt': 1}, {'name': 'harden', 'levelLearnedAt': 1}, {'name': 'absorb', 'levelLearnedAt': 34}, {'name': 'slash', 'levelLearnedAt': 39}, {'name': 'leer', 'levelLearnedAt': 46}, {'name': 'hydro-pump', 'levelLearnedAt': 53}]",40,special,"['cut', 'surf']","['bubble-beam', 'water-gun', 'bide', 'seismic-toss', 'dig', 'body-slam', 'rest', 'ice-beam', 'rock-slide', 'mega-kick', 'submission', 'reflect', 'razor-wind', 'double-edge', 'hyper-beam', 'substitute', 'mega-drain', 'skull-bash', 'double-team', 'rage', 'toxic', 'take-down', 'swords-dance', 'blizzard', 'mimic']"
